Activity.Score	MNase.Score	sgRNAscorer.Hg	WU.CRISPR	DNase	H2A.Z	H2AK5ac	H2AK9ac	H2BK120ac	H2BK12ac	H2BK15ac	H2BK20ac	H2BK5ac	H3K14ac	H3K18ac	H3K23ac	H3K23me2	H3K27ac	H3K27me3	H3K36me3	H3K4ac	H3K4me1	H3K4me2	H3K4me3	H3K56ac	H3K79me1	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H3T11ph	H4K12ac	H4K20me1	H4K5ac	H4K8ac	H4K91ac	Class	Combined
CCT7_chr2_73462278_..1	-2.050867972	0.934615374	35.7795492866	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	15.7795492866
PRKDC_chr8_48873956_.	-2.051858193	0.330769241	94.7094763676	72	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	83.3547381838
TUBA1B_chr12_49525436_.	-2.051943506	0.033333335	42.6034468837	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	22.6034468837
TUBA1B_chr12_49525436_..1	-2.051943506	0.033333335	42.6034468837	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	22.6034468837
PSMC6_chr14_53170629_.	-2.053198411	0.591304302	93.0255229263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.0255229263
RAD21_chr8_117887446_.	-2.053379418	0.181481466	4.71493690152	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	0	0	-15.28506309848
CARM1_chr19_10978763_.	-2.053990986	1.69615376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
C17orf75_chr17_30668965_.	-2.055478645	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-20
C17orf75_chr17_30668965_..1	-2.055478645	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-20
C17orf75_chr17_30668965_..2	-2.055478645	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-20
MCL1_chr1_150550619_.	-2.05650442	1.374999881	47.672488901	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	27.672488901
COPB1_chr11_14519849_.	-2.056883227	0.246428564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-20
COPA_chr1_160309914_.	-2.058159564	1.175000072	68.9777887898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	48.9777887898
COPA_chr1_160309914_..1	-2.058159564	1.175000072	68.9777887898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	48.9777887898
EIF6_chr20_33876479_.	-2.058931065	0.10357143	9.11540456804	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.55770228402
EIF6_chr20_33876479_..1	-2.058931065	0.10357143	9.11540456804	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.55770228402
EIF6_chr20_33876479_..2	-2.058931065	0.10357143	9.11540456804	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.55770228402
EIF6_chr20_33876479_..3	-2.058931065	0.10357143	9.11540456804	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.55770228402
CREBBP_chr16_3930037_.	-2.059902064	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	-20
COPA_chr1_160312492_.	-2.063388258	0.765384674	47.0921458645	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	48.54607293225
COPA_chr1_160312492_..1	-2.063388258	0.765384674	47.0921458645	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	48.54607293225
SEC23B_chr20_18483305_.	-2.064773618	0.87500006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
SEC23B_chr20_18483305_..1	-2.064773618	0.87500006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
SYNCRIP_chr6_86351657_.	-2.065153402	0.578571439	57.7047912221	0	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	37.7047912221
SYNCRIP_chr6_86351657_..1	-2.065153402	0.578571439	57.7047912221	0	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	37.7047912221
SYNCRIP_chr6_86351657_..2	-2.065153402	0.578571439	57.7047912221	0	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	37.7047912221
RAB5C_chr17_40308681_.	-2.065329959	1	78.1301376858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.1301376858
RAB5C_chr17_40308681_..1	-2.065329959	1	78.1301376858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.1301376858
ARL1_chr12_101801298_.	-2.066347021	0.011538462	18.7745028094	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	-1.2254971906
COG3_chr13_46042136_.	-2.067520976	0.104000002	40.9724764756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20.9724764756
HEATR1_chr1_236765101_.	-2.069266765	0.600000024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-20
ST3GAL4_chr11_126272458_.	-2.074227833	1.75357151	31.4490988644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4490988644
COPA_chr1_160313307_.	-2.074469053	1.574999928	71.7136600731	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	50.35683003655
SEC16A_chr9_139380105_.	-2.07504115	3.453846216	38.4653134424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4653134424
SYNCRIP_chr6_86353078_.	-2.075229296	0.050000004	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	-20
SYNCRIP_chr6_86353078_..1	-2.075229296	0.050000004	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	-20
SYNCRIP_chr6_86353078_..2	-2.075229296	0.050000004	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	-20
PSMC6_chr14_53176305_.	-2.075432519	1.08214283	6.88466032419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-13.11533967581
COPZ1_chr12_54721568_.	-2.075630778	0.903846145	28.0170002902	0	0	0	1	0	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	0	8.0170002902
COG1_chr17_71185317_.	-2.076322418	1.89166677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
QSOX2_chr9_139140690_.	-2.079602939	2.450000286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
QSOX2_chr9_139140690_..1	-2.079602939	2.450000286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
QSOX2_chr9_139140690_..2	-2.079602939	2.450000286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
COPA_chr1_160312751_.	-2.079852168	1.28928566	87.9768334729	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	79.48841673645
COPA_chr1_160312751_..1	-2.079852168	1.28928566	87.9768334729	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	79.48841673645
CREBBP_chr16_3930583_.	-2.082570489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-20
PSMC6_chr14_53173165_.	-2.083371708	0.428571433	94.9869275334	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	74.9869275334
PSMC6_chr14_53173165_..1	-2.083371708	0.428571433	94.9869275334	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	74.9869275334
PSMC6_chr14_53173165_..2	-2.083371708	0.428571433	94.9869275334	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	74.9869275334
PSMC6_chr14_53173165_..3	-2.083371708	0.428571433	94.9869275334	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	74.9869275334
SMC3_chr10_112328045_.	-2.083511959	0.107142858	27.9687735626	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	7.9687735626
SMC3_chr10_112328045_..1	-2.083511959	0.107142858	27.9687735626	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	7.9687735626
COG1_chr17_71186666_.	-2.084677407	0.792307794	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.5
SMC3_chr10_112326582_.	-2.084738333	0.931999981	58.8550797898	12	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	35.4275398949
CCT7_chr2_73459691_.	-2.085170736	1.482143044	9.77671541327	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	0	-10.22328458673
CCT7_chr2_73459691_..1	-2.085170736	1.482143044	9.77671541327	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	0	-10.22328458673
CCT7_chr2_73459691_..2	-2.085170736	1.482143044	9.77671541327	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	0	-10.22328458673
CCT7_chr2_73459691_..3	-2.085170736	1.482143044	9.77671541327	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	0	-10.22328458673
EIF6_chr20_33875362_.	-2.087106134	1.048148155	38.5637210386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.5637210386
EIF6_chr20_33875362_..1	-2.087106134	1.048148155	38.5637210386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.5637210386
EIF6_chr20_33875362_..2	-2.087106134	1.048148155	38.5637210386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.5637210386
ARCN1_chr11_118441779_.	-2.087677823	1.725925684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
C17orf75_chr17_30667217_.	-2.087776743	1.374073982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
ST3GAL4_chr11_126220905_.	-2.088207093	0.960714281	19.1288660193	61	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	40.06443300965
ST3GAL4_chr11_126220905_..1	-2.088207093	0.960714281	19.1288660193	61	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	40.06443300965
COG3_chr13_46039411_.	-2.089638345	0.288888872	51.8422573058	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	31.8422573058
COG3_chr13_46039411_..1	-2.089638345	0.288888872	51.8422573058	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	31.8422573058
COG3_chr13_46039411_..2	-2.089638345	0.288888872	51.8422573058	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	31.8422573058
ST3GAL4_chr11_126273285_.	-2.089682862	2.807692289	66.7846894151	76	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.39234470755
CARM1_chr19_10981875_.	-2.089724346	0	83.8732109009	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.8732109009
CARM1_chr19_10981875_..1	-2.089724346	0	83.8732109009	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.8732109009
ILF3_chr19_10764931_.	-2.092024145	0	93.9436005382	71	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	1	0	1	0	82.4718002691
ILF3_chr19_10764931_..1	-2.092024145	0	93.9436005382	71	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	1	0	1	0	82.4718002691
ILF3_chr19_10764931_..2	-2.092024145	0	93.9436005382	71	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	1	0	1	0	82.4718002691
YIPF5_chr5_143551212_.	-2.092166561	0.796428502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
COPA_chr1_160309915_.	-2.093995534	1.21071434	21.9765289218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1.9765289218
COPA_chr1_160309915_..1	-2.093995534	1.21071434	21.9765289218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1.9765289218
SYNCRIP_chr6_86352871_.	-2.094078951	0.21071431	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	-20
SYNCRIP_chr6_86352871_..1	-2.094078951	0.21071431	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	-20
SMC3_chr10_112328037_.	-2.094367556	0.082142845	37.0421456617	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	17.0421456617
SCFD1_chr14_31091645_.	-2.096102747	1.274073958	58.9813246791	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	38.9813246791
COPZ1_chr12_54718931_.	-2.096794187	0	18.9073475337	0	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	-1.0926524663
COPZ1_chr12_54718931_..1	-2.096794187	0	18.9073475337	0	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	-1.0926524663
COPA_chr1_160313408_.	-2.09695726	0.161538452	31.6486056097	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	11.6486056097
COPA_chr1_160313408_..1	-2.09695726	0.161538452	31.6486056097	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	11.6486056097
RAD21_chr8_117882260_.	-2.097026491	1.230769277	70.4297156282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	50.4297156282
ARL1_chr12_101804714_.	-2.097572441	0.489285678	48.582344372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.582344372
ST3GAL4_chr11_126273925_.	-2.097805946	0.703571439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
SMC3_chr10_112327549_.	-2.098124163	0.252000034	55.0366880774	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	35.0366880774
YIPF5_chr5_143548707_.	-2.098253465	0.759999931	24.1562811441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4.1562811441
YIPF5_chr5_143548707_..1	-2.098253465	0.759999931	24.1562811441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4.1562811441
SEC22B_chr1_145091798_.	-2.099021703	9.864283562	10.4230936708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-9.5769063292
SEC22B_chr1_145091798_..1	-2.099021703	9.864283562	10.4230936708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-9.5769063292
SEC22B_chr1_145091798_..2	-2.099021703	9.864283562	10.4230936708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-9.5769063292
COPB1_chr11_14525011_.	-2.10008615	1.260714412	49.9790022008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.9790022008
COPB1_chr11_14525011_..1	-2.10008615	1.260714412	49.9790022008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.9790022008
COPB1_chr11_14521137_.	-2.100969425	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	-20
COPB1_chr11_14521137_..1	-2.100969425	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	-20
GOLGA1_chr9_127703639_.	-2.102088184	0.528571427	54.9646060802	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	34.9646060802
GOLGA1_chr9_127703639_..1	-2.102088184	0.528571427	54.9646060802	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	34.9646060802
GOLGA1_chr9_127703639_..2	-2.102088184	0.528571427	54.9646060802	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	34.9646060802
GOLGA1_chr9_127703639_..3	-2.102088184	0.528571427	54.9646060802	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	34.9646060802
ARL1_chr12_101798285_.	-2.10241104	1.271428347	86.4861925183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	66.4861925183
ARL1_chr12_101798285_..1	-2.10241104	1.271428347	86.4861925183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	66.4861925183
ARL1_chr12_101798285_..2	-2.10241104	1.271428347	86.4861925183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	66.4861925183
ARL1_chr12_101798285_..3	-2.10241104	1.271428347	86.4861925183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	66.4861925183
EIF6_chr20_33872392_.	-2.10328523	0	31.6454716098	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	11.6454716098
EIF6_chr20_33872392_..1	-2.10328523	0	31.6454716098	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	11.6454716098
COPA_chr1_160313338_.	-2.104235559	0.203571424	85.0880967366	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	69.0440483683
RAD21_chr8_117885386_.	-2.104492419	0.385714263	37.1511351163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	17.1511351163
CCT7_chr2_73465391_.	-2.10537835	1.055999994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	-20
SYNCRIP_chr6_86346905_.	-2.10805898	0.76666671	37.3361885916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	17.3361885916
ARCN1_chr11_118443702_.	-2.109129422	1.162962914	57.6810834348	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	37.6810834348
SURF4_chr9_136238548_.	-2.112506586	0.321739197	9.51382812923	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	-10.48617187077
ST3GAL4_chr11_126270491_.	-2.112909913	1.515384555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
ARCN1_chr11_118444791_.	-2.113495319	0.117857136	27.5105459096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7.5105459096
SEC16A_chr9_139381315_.	-2.114406488	2.024999857	71.691537721	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.3457688605
SEC16A_chr9_139381315_..1	-2.114406488	2.024999857	71.691537721	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.3457688605
SEC16A_chr9_139381315_..2	-2.114406488	2.024999857	71.691537721	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.3457688605
PRKDC_chr8_48873902_.	-2.116029867	0	55.9481658542	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	35.9481658542
CREBBP_chr16_3933350_.	-2.117255709	1.915384531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
CREBBP_chr16_3933350_..1	-2.117255709	1.915384531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
CREBBP_chr16_3933350_..2	-2.117255709	1.915384531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
RAB1B_chr11_66034510_.	-2.118665033	0.381481528	99.6691233539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	79.6691233539
RAD21_chr8_117886232_.	-2.118986457	0.035714291	21.6443986758	0	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1.6443986758
QSOX2_chr9_139141351_.	-2.119162971	0.430769235	4.29096202366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-15.70903797634
