	MNase.Score	sgRNAscorer.Hg	WU.CRISPR	Azimuth	Class
RAB1B_chr11_66036574_.	0.282142848	30.77278169	0	0.372813376	1
QSOX2_chr9_139137403_.	0	89.32692375	82	0.587380418	1
SCFD1_chr14_31092070_.	1.088889003	16.02192915	0	0.470625762	1
SURF4_chr9_136242593_.	0	98.66565346	0	0.412987882	1
ST3GAL4_chr11_126225308_.	0.785714209	42.48387557	58	0.486045063	1
SEC23B_chr20_18488811_.	0.02	42.25929683	0	0.216228085	1
RAD21_chr8_117886951_.	0	65.52153998	0	0.440669754	1
ST3GAL4_chr11_126221342_.	1.514285803	0	0	0.436683393	1
RAD21_chr8_117886459_.	0	15.49434792	0	0.471182547	1
GOLGA1_chr9_127705335_.	0.481481493	23.08474815	0	0.361571272	1
EIF6_chr20_33872070_.	0.20714286	60.32610559	0	0.617802083	1
SURF4_chr9_136245216_.	1.260714293	56.91023008	0	0.243799416	1
EIF6_chr20_33873831_.	1.285185218	0	0	0.39049428	1
RAB1A_chr2_65356768_.	0	95.11324616	0	0.55881882	1
SYNCRIP_chr6_86350162_.	1.500000119	0.018287811	0	0.346266751	1
ARL1_chr12_101801587_.	0.185185164	98.47034996	59	0.521414231	1
GBF1_chr10_104005512_.	0.004166667	95.49622095	69	0.629184714	1
VPS53_chr17_613682_.	1.019230723	9.521939658	0	0.60815549	1
CARM1_chr19_10982849_.	0	68.24059828	0	0.586851225	1
SURF4_chr9_136242334_.	0.371428639	61.79654147	0	0.301284429	1
ARL1_chr12_101798013_.	1.196428537	0	0	0.537271928	1
ARF1_chr1_228270656_.	0	0	0	0.354673503	1
UGP2_chr2_64068167_.	0.092857137	62.65850204	0	0.578434344	1
SURF4_chr9_136242627_.	0	19.92788851	0	0.241574969	1
SURF4_chr9_136242786_.	0	49.06387424	0	0.585568197	1
EIF6_chr20_33868461_.	1.19599998	38.82310562	0	0.463358109	1
GBF1_chr10_104000756_.	0.003571429	5.468608567	0	0.400947508	1
ARF1_chr1_228272675_.	0.737036943	42.95349624	0	0.460712523	1
ILF2_chr1_153640425_.	0.863999963	71.836476	0	0.537840686	1
SEC23B_chr20_18488698_.	0.192592606	75.61172912	0	0.423424727	1
ARCN1_chr11_118443095_.	0	2.530649597	0	0.446423949	1
CARM1_chr19_10983826_.	1.44615376	4.13551563	0	0.345638164	1
ILF3_chr19_10764298_.	0.225000039	27.5775029	0	0.354121812	1
IGF2R_chr6_160390114_.	0	90.34333522	55	0.600642685	1
RAB1B_chr11_66035090_.	0	0	0	0.315596419	1
RAD21_chr8_117883256_.	1.303571701	89.01238077	0	0.504101021	1
RAB2A_chr8_61433775_.	0.821428597	68.11848289	0	0.509180419	1
SMC3_chr10_112328060_.	0.307142824	62.15680397	0	0.437313193	1
VPS54_chr2_64245799_.	0.366666675	99.71731321	0	0.673714993	1
SEC16A_chr9_139377349_.	0	0	0	0.318765636	1
TRAPPC11_chr4_184580509_.	0	72.62985729	0	0.343035799	1
VPS53_chr17_617887_.	0	52.98694154	0	0.470777671	1
EIF6_chr20_33874829_.	0.392592609	91.39547428	71	0.562678676	1
SEC24A_chr5_133984999_.	0.884615302	58.12412041	0	0.384418225	1
WDR11_chr10_122615528_.	0.242857173	99.4617263	0	0.704029412	1
MCL1_chr1_150551355_.	0.242857173	6.408292342	0	0.403567483	1
RAB1B_chr11_66032738_.	0.518518567	0	0	0.345954631	1
EIF6_chr20_33868455_.	1.282142639	69.08736817	35	0.743423792	1
GBF1_chr10_104000447_.	0.360714287	77.51251849	62	0.678969355	1
RAB1A_chr2_65356784_.	0	65.36476625	48	0.429344233	1
SEC24C_chr10_75504267_.	2.551851511	2.399943367	0	0.347666544	1
SEC24C_chr10_75506738_.	1.888461471	55.75127692	0	0.493236382	1
SURF4_chr9_136240122_.	0.792857111	95.70922233	48	0.659010517	1
TRAPPC8_chr18_29522675_.	0.307407439	87.36050474	56	0.574902946	1
RAB2A_chr8_61432461_.	1.150000215	58.99588856	0	0.318865452	1
RAB2A_chr8_61429926_.	0	71.12782332	0	0.386064647	1
EIF6_chr20_33867858_.	1.846428514	33.5051134	0	0.589602782	1
GOLGA1_chr9_127703213_.	0.150000006	68.96484721	52	0.431834052	1
CARM1_chr19_10982725_.	0	97.59002783	49	0.520753157	1
IGF2R_chr6_160391156_.	0.148148134	26.9235293	0	0.318606499	1
TRAPPC8_chr18_29521939_.	0.692592561	56.25345431	0	0.635812305	1
RAB1B_chr11_66039612_.	0.922222257	86.00820223	70	0.707258781	1
RAB1B_chr11_66037638_.	1.466666698	0	0	0.581736009	1
ST3GAL4_chr11_126270299_.	1.200000048	0	0	0.378585557	1
SURF4_chr9_136245049_.	3.978261232	0	0	0.483765425	1
RAB1A_chr2_65354129_.	0.532142937	48.7183231	0	0.491433499	1
ST3GAL4_chr11_126277232_.	0.653846145	35.81007813	0	0.621717594	1
VPS53_chr17_618015_.	0	87.23639835	0	0.595685311	1
TRAPPC8_chr18_29522930_.	3.492592335	73.36380319	70	0.572273669	1
ARCN1_chr11_118443174_.	0.174074084	44.18803409	0	0.374714269	1
QSOX2_chr9_139137235_.	0	88.48358282	0	0.365019926	1
QSOX2_chr9_139137562_.	0	0	0	0.348810012	1
SEC16A_chr9_139378577_.	0	93.59727512	0	0.333754981	1
SEC24A_chr5_133985413_.	1.876000047	71.25757091	0	0.537201305	1
RAB5C_chr17_40303675_.	1.174074054	93.33571517	0	0.756633782	1
ST3GAL4_chr11_126228615_.	1.234615326	93.60007728	0	0.465558488	1
SMC3_chr10_112327536_.	0.179166675	35.86169695	0	0.425731823	1
CREBBP_chr16_3929873_.	0	72.90793525	0	0.438434318	1
PRKDC_chr8_48868327_.	0.2346154	16.62645929	0	0.495969325	1
SCFD1_chr14_31094567_.	0.481481433	0	0	0.33833952	1
GBF1_chr10_104001185_.	0	86.87956481	0	0.317058387	1
TRAPPC8_chr18_29522416_.	0.13846153	90.33526056	0	0.413106348	1
SEC16A_chr9_139378484_.	0	93.55373095	0	0.446693246	1
RAB5C_chr17_40306974_.	0	52.84189266	0	0.427862355	1
RAB2A_chr8_61432390_.	0.685714364	53.21741958	0	0.527555807	1
WDR11_chr10_122610959_.	0.065384619	67.23904566	50	0.537597445	1
SAR1A_chr10_71930277_.	0.008695653	76.49791368	0	0.518459125	1
SURF4_chr9_136242398_.	0.028571431	96.76077147	54	0.581077022	1
RAB1A_chr2_65353305_.	1.261538386	0	0	0.483196784	1
SEC24A_chr5_133984551_.	0.099999994	45.3010465	0	0.484548061	1
RAB1A_chr2_65356792_.	0	18.44347868	0	0.424151971	1
GBF1_chr10_104007168_.	1.13846159	38.3115631	0	0.400846165	1
TRAPPC8_chr18_29523079_.	0.123076916	72.4287651	0	0.495837953	1
UGP2_chr2_64070739_.	0.344444454	47.70375516	51	0.601547115	1
QSOX2_chr9_139137506_.	0	0	0	0.276343545	1
SAR1A_chr10_71929169_.	0.362962991	78.60606322	63	0.605366435	1
VPS54_chr2_64245504_.	0.480769277	23.19207843	0	0.59063734	1
QSOX2_chr9_139133913_.	1.592857003	34.91880544	0	0.307944106	1
RAD21_chr8_117887058_.	0.111111119	41.86481842	0	0.407449998	1
ILF3_chr19_10763990_.	0.360000014	68.90349456	0	0.500216287	1
RAB1B_chr11_66032452_.	1.100000024	18.73505128	0	0.484688637	1
RAD21_chr8_117886668_.	0	84.54407123	0	0.337966451	1
YIPF5_chr5_143550490_.	0.70357132	27.2085758	43	0.555279449	1
EIF6_chr20_33867559_.	1.969230771	42.20310605	0	0.589516731	1
IGF2R_chr6_160390759_.	0.060714286	56.58687503	0	0.310571087	1
SAR1A_chr10_71927525_.	0.460000008	3.896631098	0	0.27938647	1
TRAPPC11_chr4_184581761_.	0.487500042	95.19410336	0	0.701616772	1
VPS54_chr2_64245028_.	0.600000024	33.24569195	0	0.418831387	1
VPS53_chr17_616497_.	0.314285725	37.94783476	0	0.523832214	1
SEC23B_chr20_18489159_.	0.617857099	0	0	0.454442529	1
COG1_chr17_71189616_.	0.044444449	85.80467659	88	0.652904526	1
UGP2_chr2_64068198_.	0.15925926	81.41667118	36	0.529563407	1
VPS53_chr17_617458_.	0.58518517	53.35959257	0	0.562591046	1
C17orf75_chr17_30669223_.	0.12222223	5.850993423	0	0.459968645	1
SEC24C_chr10_75507749_.	0.374074101	0	0	0.489025284	1
EIF6_chr20_33876911_.	1.417857051	72.41969494	58	0.603063937	1
SEC24C_chr10_75506642_.	2.64230752	45.59929267	23	0.397810118	1
UGP2_chr2_64068865_.	0	45.54726828	0	0.248008239	1
ARF1_chr1_228273157_.	2.822221994	52.21096317	0	0.407409072	1
ARF1_chr1_228270640_.	0	0	0	0.436682107	1
ST3GAL4_chr11_126277523_.	0.159259245	43.04434536	0	0.405260798	1
TRAPPC11_chr4_184579975_.	0	86.90135533	0	0.43770123	1
C17orf75_chr17_30669093_.	0.837500036	84.32078295	64	0.511315268	1
ST3GAL4_chr11_126278399_.	1.396000028	61.03475827	0	0.414193593	1
ILF3_chr19_10765323_.	0	99.05297898	66	0.463686688	1
TRAPPC8_chr18_29522644_.	0.540740728	52.2848887	0	0.63033601	1
VPS54_chr2_64242623_.	0.960714281	73.02651106	73	0.725919227	1
RAD21_chr8_117887047_.	0.156521752	9.825827035	0	0.205137828	1
GBF1_chr10_104007941_.	1.960000038	46.02839256	0	0.570844838	1
EIF6_chr20_33872031_.	0.157692298	95.72153711	65	0.594777529	1
ARL1_chr12_101796727_.	1.019230723	30.39596429	0	0.498430267	1
COG1_chr17_71193215_.	2.159259319	87.93203571	65	0.59396019	1
ST3GAL4_chr11_126277151_.	1.822222233	51.96529445	0	0.51649193	1
GBF1_chr10_104005514_.	0	90.49738053	82	0.662823257	1
SEC16A_chr9_139375883_.	0.974999905	0	0	0.500816581	1
RAB5C_chr17_40304899_.	1.040740848	11.53739655	0	0.35161928	1
ST3GAL4_chr11_126229979_.	0.957692266	29.40322374	0	0.552491997	1
RAB1A_chr2_65356965_.	0.414285719	57.58168033	0	0.280519414	1
ARF1_chr1_228274290_.	0.5807693	0	0	0.444337744	1
EIF6_chr20_33872168_.	0	22.37974566	0	0.396840496	1
CREBBP_chr16_3926698_.	1.092592478	54.91217611	0	0.432836175	1
VPS54_chr2_64246103_.	0	84.83601253	0	0.522229328	1
GOLGA1_chr9_127706974_.	0.153571412	82.06596222	0	0.537622595	1
EIF6_chr20_33871949_.	0.34799999	90.05751443	46	0.455501852	1
YIPF5_chr5_143550281_.	0.037037041	92.18874496	0	0.305253088	1
ILF3_chr19_10764201_.	0.678571522	0	0	0.514387797	1
ILF3_chr19_10765553_.	0	9.13686325	0	0.195815227	1
COG3_chr13_46042676_.	0.59629631	64.98160711	0	0.51603094	1
YIPF5_chr5_143552192_.	0.316000015	77.5988694	0	0.582153837	1
SEC16A_chr9_139377249_.	0	35.0902168	0	0.42706696	1
WDR11_chr10_122615556_.	0.435714304	72.24854168	56	0.612286385	1
EIF6_chr20_33871676_.	0.314814806	0	0	0.639469994	1
ILF2_chr1_153639884_.	0.58571434	0	45	0.635342577	1
COPZ1_chr12_54722471_.	1.099999905	47.8577636	0	0.337480996	1
VPS53_chr17_617678_.	0.059259262	74.60154879	62	0.458938684	1
YIPF5_chr5_143549421_.	0.462962985	86.78786766	69	0.617635863	1
TRAPPC11_chr4_184579887_.	0.58214283	84.60446525	0	0.503117974	1
MCL1_chr1_150551641_.	0.117857143	59.45407934	0	0.357676909	1
RAB1A_chr2_65356734_.	0.288888872	91.25617721	0	0.506757197	1
VPS53_chr17_617933_.	0.099999994	66.92616186	30	0.52477038	1
TRAPPC8_chr18_29522405_.	0.240740746	74.03842431	0	0.48183057	1
VPS54_chr2_64243212_.	0.978571415	76.73923167	0	0.591529836	1
EIF6_chr20_33872033_.	0.153571412	78.21755785	92	0.700521785	1
ST3GAL4_chr11_126279172_.	1.044444442	45.02182554	64	0.593752786	1
TRAPPC11_chr4_184580504_.	0	95.6133588	0	0.658581644	1
IGF2R_chr6_160390134_.	0	45.87390481	0	0.465122279	1
COG3_chr13_46039153_.	0.067857146	0	18	0.362660045	1
SURF4_chr9_136242598_.	0	53.75067888	0	0.253942672	1
SAR1A_chr10_71927945_.	1.410714149	84.72927219	64	0.721860815	1
CARM1_chr19_10983147_.	0.270833343	50.38303009	50	0.531886822	1
VPS54_chr2_64245936_.	0.132142872	36.22870678	0	0.646862132	1
SEC16A_chr9_139379504_.	3.826923132	88.625129	66	0.497059025	1
CARM1_chr19_10977753_.	1.667856932	0	25	0.556429187	1
QSOX2_chr9_139136778_.	0.5	61.2807957	56	0.518244495	1
EIF6_chr20_33872609_.	0.149999991	5.64661976	0	0.378680451	1
EIF6_chr20_33872089_.	0.550000012	76.60977904	36	0.51638462	1
MCL1_chr1_150551812_.	0	76.43180472	16	0.353665537	1
PRKDC_chr8_48872644_.	0	47.51942066	0	0.539831421	1
SURF4_chr9_136242569_.	0	55.15235111	0	0.206098597	1
RAB1B_chr11_66036334_.	0	11.02552219	0	0.286944377	1
CCT7_chr2_73456568_.	1.58214283	73.04299221	0	0.372151084	1
COPB1_chr11_14521464_.	0	96.15388161	83	0.64344794	1
EIF6_chr20_33872113_.	0.188888893	65.70810515	0	0.532467546	1
CARM1_chr19_10983941_.	0.235999987	73.13369385	43	0.587830626	1
VPS54_chr2_64243556_.	0.796000004	0	61	0.504918683	1
ST3GAL4_chr11_126274439_.	1.196428537	0	62	0.635015389	1
SEC16A_chr9_139378360_.	0	18.92965424	0	0.301880524	1
COG1_chr17_71189365_.	0.162962943	75.04322155	0	0.54824458	1
COG3_chr13_46039107_.	0.003571429	73.5686193	0	0.601617996	1
VPS53_chr17_617693_.	0	76.71360661	68	0.610182325	1
ARF1_chr1_228270915_.	0	23.34711925	0	0.482607618	1
SAR1A_chr10_71930011_.	0	35.07369877	0	0.381427993	1
GOLGA1_chr9_127698519_.	1.51111114	4.110259278	0	0.353905278	1
MCL1_chr1_150551653_.	0.029166669	27.53325819	40	0.434176366	1
RAB1B_chr11_66031620_.	0.807407379	66.46070757	61	0.663853572	1
TRAPPC8_chr18_29522835_.	0	0	0	0.340372061	1
SEC16A_chr9_139378463_.	0	99.98075355	0	0.524828379	1
RAB2A_chr8_61429465_.	0	47.23937012	0	0.311235094	1
COG1_chr17_71189302_.	0.425925851	84.18240764	76	0.63014265	1
SAR1A_chr10_71930015_.	0	36.29750729	0	0.346290543	1
UGP2_chr2_64069425_.	0.235714301	60.03106716	41	0.386809628	1
RAB1B_chr11_66036173_.	0.099999987	86.71309411	0	0.263204055	1
COG1_chr17_71189417_.	0	90.60437897	74	0.544479676	1
VPS53_chr17_618055_.	0.064285718	61.73994511	0	0.435711858	1
CARM1_chr19_10986460_.	1.859259248	0	0	0.376634459	1
TRAPPC8_chr18_29523029_.	0.154166684	47.91804701	0	0.58025361	1
MCL1_chr1_150549872_.	1.11153841	32.88325408	0	0.488196391	1
RAB1B_chr11_66039763_.	0.786956429	91.9728308	64	0.6822405	1
MCL1_chr1_150551813_.	0	95.3888538	46	0.472856769	1
GBF1_chr10_104007362_.	0.479166657	53.25480636	66	0.575727447	1
CARM1_chr19_10982531_.	0	86.51089581	52	0.552917455	1
GOLGA1_chr9_127705817_.	0.262500018	16.2475034	0	0.381858206	1
SURF4_chr9_136246220_.	1.762963057	0	42	0.357290886	1
GBF1_chr10_104007930_.	2.033333302	7.808600359	0	0.422430981	1
RAB1A_chr2_65357008_.	0.18076922	89.75329522	0	0.540761854	1
COG1_chr17_71189259_.	0.427272707	31.3165491	0	0.505949667	1
TRAPPC8_chr18_29522554_.	0.65925926	39.05041278	9	0.391612551	1
SURF4_chr9_136242817_.	0	61.38141553	0	0.552032462	1
EIF6_chr20_33872037_.	0.124999985	57.16021265	0	0.571102258	1
SMC3_chr10_112327623_.	0.091666669	37.18328627	0	0.399796224	1
UGP2_chr2_64073860_.	2.529629707	33.84823108	0	0.324197674	1
SEC24C_chr10_75504868_.	3.511538267	21.23963337	45	0.545353978	1
COG1_chr17_71193465_.	1.49642849	16.14765785	0	0.409346622	1
VPS54_chr2_64244532_.	0.132142857	12.13237721	35	0.467676105	1
QSOX2_chr9_139137266_.	0	61.67582716	0	0.154540059	1
MCL1_chr1_150551633_.	0.010714286	80.81612307	53	0.553078727	1
RAB2A_chr8_61429905_.	0	99.62484178	0	0.578851395	1
PRKDC_chr8_48872576_.	0.091666669	99.12207446	70	0.677805078	1
C17orf75_chr17_30669240_.	0.342857152	17.18220965	0	0.485860616	1
TRAPPC11_chr4_184579723_.	0.539285719	9.94237496	0	0.369747737	1
UGP2_chr2_64068191_.	0.06666667	98.58704537	55	0.538428186	1
COG1_chr17_71192654_.	2.09166646	16.81073848	21	0.553109884	1
CARM1_chr19_10983039_.	0.03846154	81.28585434	0	0.605776143	1
ST3GAL4_chr11_126225763_.	0	97.47034591	0	0.384773399	1
TRAPPC11_chr4_184579628_.	0.635714352	61.70978497	0	0.402910873	1
ST3GAL4_chr11_126277155_.	2.257142782	19.34101938	0	0.403224756	1
VPS54_chr2_64245525_.	0.644444406	99.97662405	74	0.668812708	1
IGF2R_chr6_160390153_.	0	98.68180278	59	0.577652989	1
C17orf75_chr17_30669011_.	0.030434785	27.53366377	0	0.463588831	1
CREBBP_chr16_3927103_.	1.644444227	93.86281708	63	0.658689389	1
SYNCRIP_chr6_86351313_.	0.754166663	26.21557716	0	0.414804052	1
SURF4_chr9_136242321_.	0.25	96.11074302	0	0.473387049	1
CARM1_chr19_10980171_.	1.771428823	67.22599347	0	0.569225371	1
COG1_chr17_71189394_.	0.021428572	97.65152797	75	0.719164314	1
SEC23IP_chr10_121654206_.	0.508000016	76.71382783	41	0.69707689	1
SURF4_chr9_136245028_.	4.307407379	0	0	0.592082708	1
ARCN1_chr11_118443254_.	0.579999983	3.101627505	20	0.551565474	1
SEC16A_chr9_139377263_.	0	34.36036353	0	0.296910127	1
SEC23B_chr20_18492256_.	0.339285702	62.75705712	0	0.508182361	1
ILF3_chr19_10765513_.	0	0	0	0.564227936	1
YIPF5_chr5_143549430_.	0.322222203	27.06470677	0	0.660233141	1
VPS54_chr2_64245740_.	0.657142758	87.82330435	0	0.619155285	1
SAR1A_chr10_71929957_.	1.711538434	3.792324207	0	0.369759582	1
RAD21_chr8_117887046_.	0.154166654	24.60521741	0	0.330234252	1
TRAPPC11_chr4_184581404_.	0.571428657	36.12793946	0	0.229458004	1
ILF3_chr19_10764310_.	0.100000001	61.97934583	0	0.455332582	1
SCFD1_chr14_31091547_.	0.085714288	0	0	0.488606258	1
GOLGA1_chr9_127700909_.	1.828571558	79.5388522	74	0.732479858	1
QSOX2_chr9_139137253_.	0	48.05196098	0	0.532054222	1
TRAPPC8_chr18_29522503_.	0.74642849	48.16747653	0	0.544646443	1
YIPF5_chr5_143550031_.	0.274074107	54.58679318	69	0.406801392	1
TRAPPC8_chr18_29522756_.	0	95.25505044	59	0.520948489	1
RAB2A_chr8_61430021_.	0	30.17691614	0	0.396180497	1
VPS53_chr17_617761_.	0.069230765	99.20949462	0	0.412165473	1
RAB1B_chr11_66037081_.	2.289285898	76.07950626	47	0.522771477	1
CARM1_chr19_10979761_.	1.896296144	48.17706288	0	0.437394589	1
TRAPPC11_chr4_184585218_.	1.132000089	51.38166994	0	0.499140121	1
SEC16A_chr9_139377177_.	0	94.18484479	0	0.341391196	1
COG3_chr13_46039367_.	0.111538462	20.23137031	0	0.348990126	1
GBF1_chr10_104000358_.	0.09285713	31.2196532	0	0.578768793	1
SAR1A_chr10_71926239_.	1.568000078	38.16621924	0	0.284422575	1
RAB2A_chr8_61429845_.	0	24.9618666	0	0.332721118	1
SEC23IP_chr10_121654236_.	1.528571367	74.46807726	0	0.603287874	1
HEATR1_chr1_236767271_.	0.486956567	86.26426846	62	0.695728665	1
RAB5C_chr17_40311872_.	0.21851854	24.37518182	0	0.326152287	1
TRAPPC11_chr4_184579283_.	0.62142849	0	0	0.53303011	1
RAB1A_chr2_65357185_.	0.199999973	38.69284183	43	0.538009358	1
RAB1B_chr11_66033139_.	1.191666722	99.12085773	0	0.630785241	1
VPS54_chr2_64243557_.	0.633333325	0	0	0.547194291	1
RAB1B_chr11_66033178_.	1.41785717	90.8065404	0	0.549903356	1
RAB5C_chr17_40303653_.	0.63846153	63.36556929	8	0.347383363	1
ILF3_chr19_10766882_.	0.762963057	39.07135528	0	0.365742475	1
RAB1B_chr11_66036591_.	0.174999982	67.7297563	76	0.620390875	1
WDR11_chr10_122611071_.	0.384615421	84.15906856	75	0.670417894	1
RAB1B_chr11_66034964_.	1.310714364	98.72140179	0	0.604205349	1
SEC24C_chr10_75506286_.	2.426923275	73.86321528	0	0.603652062	1
SURF4_chr9_136242812_.	0	44.82722259	23	0.609203919	1
VPS54_chr2_64246200_.	0	0	0	0.354553229	1
RAB1A_chr2_65356271_.	0.669230759	13.76080354	0	0.243539537	1
ST3GAL4_chr11_126228667_.	0.474074036	99.35399045	0	0.562250609	1
COPZ1_chr12_54719204_.	1.863999963	42.52705103	0	0.48276689	1
SEC24C_chr10_75504365_.	0.570370376	92.26031077	32	0.479258775	1
TRAPPC8_chr18_29523067_.	0.146153837	16.53760118	0	0.303692279	1
COG3_chr13_46039210_.	0.032142855	0	18	0.445456016	1
ILF3_chr19_10764111_.	0.217391267	0	0	0.563124026	1
TM9SF2_chr13_100153955_.	0.16785714	28.88637186	0	0.41049339	1
MCL1_chr1_150551907_.	0.15384616	88.19617659	0	0.389997875	1
IGF2R_chr6_160390174_.	0	84.24744736	22	0.451273333	1
RAB2A_chr8_61429839_.	0	0	0	0.31624868	1
IGF2R_chr6_160392087_.	0.610714316	0	0	0.279176639	1
ST3GAL4_chr11_126269031_.	0.692592621	0	0	0.415662505	1
RAB5C_chr17_40306944_.	0.096153848	36.20064826	0	0.341741999	1
SCFD1_chr14_31091485_.	0.07692308	10.42394169	0	0.395267118	1
SCFD1_chr14_31094958_.	0.039285716	6.939560628	0	0.444032835	1
ILF3_chr19_10764978_.	0	56.25905864	0	0.202124206	1
VPS54_chr2_64245864_.	0.592857063	29.76643589	0	0.459383859	1
TRAPPC11_chr4_184582172_.	1.224999785	78.72353291	0	0.236250613	1
EIF6_chr20_33872077_.	0.270370364	23.10181923	30	0.57373521	1
SAR1A_chr10_71930263_.	0.078571424	55.04026452	0	0.574805438	1
RAB1B_chr11_66036332_.	0	94.50060449	0	0.523375821	1
SEC23B_chr20_18488657_.	0.284000009	55.98540515	0	0.561637479	1
SEC24A_chr5_133984817_.	0.723999918	52.10883165	0	0.383817906	1
VPS54_chr2_64245526_.	0.649999976	87.78451649	67	0.465700294	1
ARL1_chr12_101801418_.	0.644444406	50.08024883	0	0.501078271	1
SEC16A_chr9_139377234_.	0	35.43532549	0	0.434888356	1
GBF1_chr10_104005525_.	0.057142857	57.36233721	0	0.211157852	1
VPS53_chr17_617324_.	0.099999987	99.70252811	91	0.744898024	1
ST3GAL4_chr11_126273890_.	2.54074049	0	0	0.343239522	1
SEC24A_chr5_133985803_.	1.24444437	89.90538639	0	0.811690355	1
COG3_chr13_46039207_.	0.042857144	0	38	0.554293815	1
COG1_chr17_71189408_.	0	57.73100621	0	0.32750314	1
RAB1B_chr11_66031102_.	0.949999928	23.65760646	30	0.580219694	1
SEC23B_chr20_18488573_.	0.01923077	10.79010349	0	0.360260315	1
RAB2A_chr8_61431894_.	1.089285731	87.62903323	0	0.686634716	1
PRKDC_chr8_48872543_.	0	91.96261765	69	0.581387732	1
RAB1B_chr11_66036408_.	0.381481528	17.05968869	0	0.38973719	1
YIPF5_chr5_143548123_.	0.428571433	3.972363283	0	0.255407208	1
VPS54_chr2_64245638_.	1.036000013	13.57774108	0	0.366293773	1
COG1_chr17_71189321_.	0.435714275	31.79125791	0	0.34119149	1
RAB2A_chr8_61429862_.	0	56.55324905	0	0.453500909	1
SCFD1_chr14_31088499_.	0.268000007	16.80506041	0	0.270957231	1
COPA_chr1_160309759_.	2.051851988	81.86380079	70	0.599350406	1
RAB1A_chr2_65356767_.	0.003703704	20.30562767	0	0.41470137	1
EIF6_chr20_33872338_.	0.015384615	54.15426432	0	0.397645545	1
RAB2A_chr8_61430009_.	0	92.3201886	0	0.417131488	1
UGP2_chr2_64069021_.	0.188888863	28.85705974	31	0.550131888	1
TM9SF2_chr13_100157231_.	0.140740752	6.072991226	0	0.165345505	1
IGF2R_chr6_160393760_.	1.592592716	0.767313782	0	0.333835922	1
SEC24A_chr5_133984810_.	0.504000008	83.91181441	66	0.606134814	1
SEC16A_chr9_139374985_.	0.432142943	61.29971031	0	0.591198294	1
SEC23B_chr20_18488563_.	0.09259259	86.53596781	70	0.554577941	1
COPZ1_chr12_54719227_.	1.585714459	55.41501717	0	0.610529041	1
UGP2_chr2_64068651_.	0.048	72.35026763	0	0.678663683	1
SURF4_chr9_136239859_.	1.55384624	54.64829332	71	0.384619713	1
EIF6_chr20_33872310_.	0.369230777	78.37433158	0	0.453620916	1
GOLGA1_chr9_127705524_.	0.450000018	69.60473625	0	0.400034005	1
SEC16A_chr9_139377112_.	0	88.81077241	54	0.510849517	1
SEC24A_chr5_133984752_.	0.707999945	7.48694136	0	0.551044794	1
GOLGA1_chr9_127700918_.	2.055555582	73.26967258	0	0.524749137	1
ST3GAL4_chr11_126225966_.	0.248148158	58.55517444	42	0.587963846	1
GBF1_chr10_104001113_.	0.096428566	68.77378383	0	0.394107813	1
SEC24A_chr5_133984788_.	0.781481445	98.80823202	0	0.359367759	1
RAB1A_chr2_65353680_.	0.33214289	30.8910994	0	0.264104952	1
RAB2A_chr8_61429769_.	0	83.50841331	0	0.406168064	1
TUBA1B_chr12_49523243_.	0.323999971	49.76187132	0	0.470358475	1
SURF4_chr9_136242859_.	0	56.02456171	0	0.407034553	1
ST3GAL4_chr11_126272453_.	0.518518567	54.98411062	0	0.408957869	1
EIF6_chr20_33867862_.	1.919230819	70.1619983	0	0.682246778	1
CARM1_chr19_10984604_.	0.736000001	0	69	0.605242284	1
TRAPPC8_chr18_29522832_.	0	0	0	0.268451664	1
TRAPPC8_chr18_29523060_.	0.096153848	58.55521131	0	0.525630577	1
RAB1B_chr11_66034978_.	1.29642868	79.20561583	0	0.35845212	1
TRAPPC11_chr4_184580611_.	0	44.66993266	0	0.36547863	1
RAB1A_chr2_65355882_.	1.123076916	60.38240698	0	0.498408303	1
ILF2_chr1_153641924_.	0.437037051	1.610027915	0	0.321052979	1
VPS53_chr17_618081_.	0.070833333	0	59	0.590691572	1
ILF3_chr19_10764997_.	0	0	0	0.323926231	1
RAD21_chr8_117886933_.	0	50.61125902	36	0.475342192	1
MCL1_chr1_150551533_.	0.621739149	91.6915451	0	0.632124548	1
ILF2_chr1_153643742_.	0.674074054	0	72	0.635771465	1
VPS54_chr2_64241395_.	0.257142842	0	69	0.465708761	1
SEC23IP_chr10_121652493_.	0.099999987	91.57938477	39	0.543164289	1
ST3GAL4_chr11_126275811_.	0.366666675	64.94064389	71	0.660058997	1
ST3GAL4_chr11_126229548_.	1.153571486	48.1825566	0	0.546461166	1
TRAPPC11_chr4_184582816_.	0.37500003	0	0	0.462579457	1
ILF2_chr1_153643107_.	0.133333325	80.00906279	0	0.389368809	1
ILF2_chr1_153641011_.	1.507142901	49.7868327	0	0.502653577	1
RAB1B_chr11_66033318_.	0.34799999	98.66292504	0	0.632623712	1
VPS54_chr2_64246195_.	0	0	0	0.337130534	1
EIF6_chr20_33868450_.	1.392857194	48.93652323	0	0.576864057	1
ST3GAL4_chr11_126228888_.	0.899999976	50.0282613	0	0.427595321	1
COG3_chr13_46039270_.	0.026923079	52.81844296	44	0.584025672	1
WDR11_chr10_122610984_.	0.800000012	13.83712566	7	0.344979145	1
PRKDC_chr8_48872521_.	0.007692308	7.44420835	0	0.379592628	1
