	Combined	DNase	H2A.Z	H2AK5ac	H2AK9ac	H2BK120ac	H2BK12ac	H2BK15ac	H2BK20ac	H2BK5ac	H3K14ac	H3K18ac	H3K23ac	H3K23me2	H3K27ac	H3K27me3	H3K36me3	H3K4ac	H3K4me1	H3K4me2	H3K4me3	H3K56ac	H3K79me1	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H3T11ph	H4K12ac	H4K20me1	H4K5ac	H4K8ac	H4K91ac	FPKM	Class								
GOLGA1_chr9_127703301_.	68.4843571	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1								
ST3GAL4_chr11_126271755_.	41.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1								
VPS54_chr2_64241620_.	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1								
PSMC6_chr14_53174166_.	13.9687979	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
RAB1A_chr2_65356949_.	30.25464671	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
SMC3_chr10_112327622_.	32.33097693	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
CARM1_chr19_10977977_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1								
ST3GAL4_chr11_126229792_.	77.81562273	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1								
UGP2_chr2_64068813_.	52.0340286	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1								
QSOX2_chr9_139137094_.	31.03514338	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1								
VPS53_chr17_614551_.	41.01355768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1								
EIF6_chr20_33868258_.	65.41541132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1								
ILF2_chr1_153642678_.	10.79792743	0	0	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1								
RAB1A_chr2_65356363_.	-9.965706667	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	1	1								
ST3GAL4_chr11_126278310_.	-4.951196248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1								
SEC23IP_chr10_121652624_.	54.46486952	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
COPA_chr1_160309788_.	32.87083607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1								
SEC24C_chr10_75506636_.	19.53334373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1								
SCFD1_chr14_31093292_.	13.13843541	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1								
SEC23IP_chr10_121652174_.	49.09352556	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1								
RAB5C_chr17_40311862_.	86.15055496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1								
ARF1_chr1_228273456_.	23	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1								
SEC23IP_chr10_121652260_.	20.70472227	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
SEC16A_chr9_139376150_.	39.14410832	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1								
CCT7_chr2_73461736_.	12.76497324	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
GBF1_chr10_104005637_.	33.74169389	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
COPA_chr1_160312967_.	58.4967788	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
SEC23IP_chr10_121652400_.	40.20561989	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
CREBBP_chr16_3928783_.	82.36574829	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1								
ARF1_chr1_228274273_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1								
YIPF5_chr5_143549975_.	13.05853685	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
QSOX2_chr9_139134444_.	13.51580587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1								
ST3GAL4_chr11_126278539_.	30.44088004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1								
YIPF5_chr5_143554134_.	4.619043879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1								
MCL1_chr1_150550870_.	72.0772483	1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1								
EIF6_chr20_33873615_.	-3.280553088	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1								
RAB1B_chr11_66039739_.	-16.77161142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1								
COG3_chr13_46040617_.	43.98908778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1								
VPS53_chr17_617509_.	88.45737355	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
VPS54_chr2_64242640_.	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1								
CARM1_chr19_10979166_.	64.05513038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1								
C17orf75_chr17_30669190_.	9.700400673	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	1								
SEC23B_chr20_18488952_.	22	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
ARF1_chr1_228270661_.	-20	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
IGF2R_chr6_160390251_.	-20	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1								
SAR1A_chr10_71930170_.	53.69899369	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
RAB1B_chr11_66036434_.	22.06023253	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
VPS54_chr2_64245973_.	-6.210289917	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
ST3GAL4_chr11_126275905_.	18.0105837	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1								
VPS53_chr17_617709_.	79.82350493	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
TRAPPC11_chr4_184580797_.	77.8944314	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
SURF4_chr9_136242655_.	61.97463377	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
ILF2_chr1_153643384_.	7.946540599	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
CARM1_chr19_10987199_.	72.56853652	0	0	1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1								
ST3GAL4_chr11_126279535_.	16.94458609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1								
VPS54_chr2_64245269_.	26.33928535	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1								
RAB1A_chr2_65357186_.	6.309928991	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
RAB1B_chr11_66036155_.	9.535478538	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1								
GOLGA1_chr9_127702626_.	17.19836634	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	1								
COG1_chr17_71189354_.	72.47777349	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
VPS53_chr17_617829_.	22.10270744	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
EIF6_chr20_33872240_.	-8.219441934	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
SEC16A_chr9_139378254_.	52.53753334	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1								
ARCN1_chr11_118444602_.	-8.763614925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1								
SEC24C_chr10_75504219_.	19.27783056	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
GOLGA1_chr9_127703073_.	-20	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
CARM1_chr19_10982711_.	25.34012932	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
SEC16A_chr9_139372529_.	7.245114555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1								
TM9SF2_chr13_100153925_.	63.75360272	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
WDR11_chr10_122611068_.	66.68507246	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
SAR1A_chr10_71930064_.	64.15379607	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1								
COPA_chr1_160310122_.	58.51941734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1								
UGP2_chr2_64073465_.	-14.32723899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1								
RAB1A_chr2_65357245_.	6.180328878	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
SYNCRIP_chr6_86347571_.	57.60657941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1								
UGP2_chr2_64068436_.	73.5113849	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
SEC23B_chr20_18488651_.	55.93600593	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
SMC3_chr10_112331111_.	79.82755627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1								
EIF6_chr20_33868635_.	8.667323701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1								
TRAPPC11_chr4_184579614_.	33.56993926	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
TRAPPC11_chr4_184579766_.	23.33282083	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
PRKDC_chr8_48872690_.	30.80965965	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
TRAPPC11_chr4_184582162_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1								
MCL1_chr1_150551721_.	77.84887779	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1								
RAB2A_chr8_61430462_.	-18.23939261	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1								
UGP2_chr2_64068173_.	-5.653212221	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1								
RAB1A_chr2_65356670_.	51.93097531	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1								
ST3GAL4_chr11_126229105_.	-0.123767186	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1								
CCT7_chr2_73461559_.	50.23959577	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
RAB1A_chr2_65356394_.	13.32382072	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	1	1								
COPA_chr1_160316279_.	68.86565206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1								
ARCN1_chr11_118443129_.	29.26426588	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1								
VPS53_chr17_617909_.	-8.926914754	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
SEC23IP_chr10_121655947_.	-20	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1								
ILF3_chr19_10765002_.	-20	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	1	1								
RAD21_chr8_117886351_.	57.8042017	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	1	1								
TRAPPC8_chr18_29522879_.	78.64839194	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
SEC16A_chr9_139376746_.	-6.559859951	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1								
VPS54_chr2_64245756_.	74.45470061	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
SEC23IP_chr10_121652340_.	38.48689011	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
COPB1_chr11_14521409_.	33.32030825	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1								
RAB1B_chr11_66036574_.	10.77278169	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
QSOX2_chr9_139137403_.	85.66346188	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1								
SCFD1_chr14_31092070_.	-3.97807085	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
SURF4_chr9_136242593_.	78.66565346	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
ST3GAL4_chr11_126225308_.	50.24193779	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
SEC23B_chr20_18488811_.	22.25929683	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
RAD21_chr8_117886951_.	45.52153998	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1								
ST3GAL4_chr11_126221342_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1								
RAD21_chr8_117886459_.	-4.505652077	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
GOLGA1_chr9_127705335_.	3.08474815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1								
EIF6_chr20_33872070_.	40.32610559	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
SURF4_chr9_136245216_.	36.91023008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1								
EIF6_chr20_33873831_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1								
RAB1A_chr2_65356768_.	75.11324616	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1								
SYNCRIP_chr6_86350162_.	-19.98171219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1								
ARL1_chr12_101801587_.	78.73517498	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1								
GBF1_chr10_104005512_.	82.24811047	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
VPS53_chr17_613682_.	-10.47806034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1								
CARM1_chr19_10982849_.	48.24059828	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
SURF4_chr9_136242334_.	41.79654147	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
ARL1_chr12_101798013_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1								
ARF1_chr1_228270656_.	-20	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
UGP2_chr2_64068167_.	42.65850204	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1								
SURF4_chr9_136242627_.	-0.072111494	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
SURF4_chr9_136242786_.	29.06387424	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
EIF6_chr20_33868461_.	18.82310562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1								
GBF1_chr10_104000756_.	-14.53139143	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1								
ARF1_chr1_228272675_.	22.95349624	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1								
ILF2_chr1_153640425_.	51.836476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1								
SEC23B_chr20_18488698_.	55.61172912	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
ARCN1_chr11_118443095_.	-17.4693504	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1								
CARM1_chr19_10983826_.	-15.86448437	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1								
ILF3_chr19_10764298_.	7.577502895	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
IGF2R_chr6_160390114_.	72.67166761	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1								
RAB1B_chr11_66035090_.	-20	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1								
RAD21_chr8_117883256_.	69.01238077	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1								
RAB2A_chr8_61433775_.	48.11848289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1								
SMC3_chr10_112328060_.	42.15680397	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
VPS54_chr2_64245799_.	79.71731321	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
SEC16A_chr9_139377349_.	-20	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
TRAPPC11_chr4_184580509_.	52.62985729	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
VPS53_chr17_617887_.	32.98694154	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1								
EIF6_chr20_33874829_.	81.19773714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1								
SEC24A_chr5_133984999_.	38.12412041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
WDR11_chr10_122615528_.	79.4617263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1								
MCL1_chr1_150551355_.	-13.59170766	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1								
RAB1B_chr11_66032738_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1								
EIF6_chr20_33868455_.	52.04368409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1								
GBF1_chr10_104000447_.	69.75625924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1								
RAB1A_chr2_65356784_.	56.68238312	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
SEC24C_chr10_75504267_.	-17.60005663	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1								
